專屬碼	名稱	lv1成長係數	lv2成長係數	lv3成長係數	lv4成長係數	lv5成長係數	回收價格	販賣價格	說明	裝備等級	套裝編號	ICON編號	MODEL編號	初始品質	初始屬性	隱藏	(舊)品質1插槽格式	(舊)品質2插槽格式	(舊)品質3插槽格式	(舊)品質4插槽格式	(舊)品質5插槽格式	(舊)品質6插槽格式	品質1插槽格式	品質2插槽格式	品質3插槽格式	品質4插槽格式	品質5插槽格式	品質6插槽格式	分類標籤	爆衣ID	出處	顯示稀有度	碎片轉換數	初始星數	附魔次數限制
0105506	9005047	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105047	0		UI_CH00S506	CH00S506	1	[0,0,0,70,20,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0105507	9005048	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9105048	0		UI_CH00S507	CH00S507	1	[0,0,0,37,23,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	[]	[]	[]	0		none	C	10	1	0
0105508	9005049	[1,1,1,1.5,1.5,1,1,1]	[1,1,1,3,3,1,1,1]	[1,1,1,5,5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	7500	{"1":75000,"2":100,"3":1000,"4":500}	9105049	0		UI_CH00S508	CH00S508	1	[0,0,0,32,28,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	[]	[]	[]	0		none	C	10	1	0
0105509	9005050	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105050	0	0601020	UI_CH00S509	CH00S509	1	[0,0,0,50,20,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	[]	[]	0		none	B	20	1	3
0105066	9005051	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105051	0	0601025	UI_CH00S066	CH00S066	1	[0,0,0,45,25,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105067	9005052	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105052	0	0601024	UI_CH00S067	CH00S067	1	[0,0,0,60,20,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		none	S	40	2	10
0105068	9005053	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105053	0	0601026	UI_CH00S068	CH00S068	1	[0,0,0,50,23,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105069	9005054	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105054	0	0601027	UI_CH00S069	CH00S069	1	[0,0,0,52,32,0,0,10]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	[]	0		none	A	30	2	5
0105070	9005055	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105055	0	0601028	UI_CH00S070	CH00S070	1	[0,0,0,44,22,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105071	9005056	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105056	0	0601029	UI_CH00S071	CH00S071	1	[0,0,0,58,22,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	[]	0		vdraw	A	30	2	5
0105072	9005057	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105057	0	0601030	UI_CH00S072	CH00S072	1	[0,0,0,40,30,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		none	S	40	2	10
0105073	9005058	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105058	0		UI_CH00S073	CH00S073	1	[0,0,0,0,0,0,0,0]	1	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		none	S	40	2	10
0105074	9005059	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105059	0	0601031	UI_CH00S074	CH00S074	1	[0,0,0,48,22,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105075	9005060	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105060	0	0601032	UI_CH00S075	CH00S075	1	[0,0,0,52,28,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105076	9005061	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105061	0	0601033	UI_CH00S076	CH00S076	1	[0,0,0,52,28,0,10,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		drop	S	40	2	10
0105077	9005062	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105062	0	0601034	UI_CH00S077	CH00S077	1	[0,0,0,47,33,10,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	[]	0		drop	A	30	2	5
0105078	9005063	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105063	0	0601035	UI_CH00S078	CH00S078	1	[0,15,15,43,13,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105079	9005064	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105064	0	0601036	UI_CH00S079	CH00S079	1	[15,0,15,48,32,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105080	9005065	[1,1,1,1.8,1.8,1,1,1]	[1,1,1,3.5,3.5,1,1,1]	[1,1,1,5.5,5.5,1,1,1]	[1,1,1,7.5,7.5,1,1,1]	[1,1,1,10,10,1,1,1]	160000	{"1":600000,"2":1600,"3":4000,"4":2000}	9105065	0	0601037	UI_CH00S080	CH00S080	1	[15,15,0,56,32,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	[]	0		v2draw	A	30	2	5
0105081	9005066	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105066	0	0601038	UI_CH00S081	CH00S081	1	[0,0,0,30,28,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		none	S	40	2	10
0105082	9005067	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105067	0	0601039	UI_CH00S082	CH00S082	1	[0,0,0,50,16,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105083	9005068	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105068	0	0601040	UI_CH00S083	CH00S083	1	[0,0,0,50,32,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		drop	S	40	2	10
0105084	9005069	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105069	0	0601041	UI_CH00S084	CH00S084	1	[0,0,0,51,29,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105085	9005070	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105070	0	0601042	UI_CH00S085	CH00S085	1	[0,0,0,57,25,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		none	S	40	2	10
0105086	9005071	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105071	0	0601043	UI_CH00S086	CH00S086	1	[0,0,0,37,30,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105087	9005072	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105072	0	0601044	UI_CH00S087	CH00S087	1	[0,0,0,45,25,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105088	9005073	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105073	0	0601045	UI_CH00S088	CH00S088	1	[0,0,0,42,28,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105089	9005074	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105074	0	0601046	UI_CH00S089	CH00S089	1	[0,0,0,40,26,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105090	9005075	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105075	0	0601048	UI_CH00S090	CH00S090	1	[0,0,0,45,21,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
0105091	9005076	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105076	0	0601049	UI_CH00S091	CH00S091	1	[0,0,0,50,30,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		pvp	S	40	2	10
0105092	9005077	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105077	0	0601050	UI_CH00S092	CH00S092	1	[0,0,0,55,40,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		vdraw	S	40	2	10
0105093	9005078	[1,1,1,2,2,1,1,1]	[1,1,1,4,4,1,1,1]	[1,1,1,8,8,1,1,1]	[1,1,1,12,12,1,1,1]	[1,1,1,15,15,1,1,1]	240000	{"1":1200000,"2":3600,"3":6000,"4":3000}	9105078	0	0601051	UI_CH00S093	CH00S093	1	[0,0,0,50,23,0,0,0]	0	[1,1,1,1,1,1]	[2,2,1,1,1,1]	[3,2,1,1,1,1]	[4,4,3,2,1,1]	[5,5,4,3,3,1]	[6,6,5,3,2,1]	["0201019","0201019","0201019","0201019","0201025","0201025"]	["0201020","0201020","0201019","0201019","0201025","0201025"]	["0201021","0201020","0201025","0201025","0201025","0201025"]	["0201022","0201022","0201021","0201026","0201025","0201025"]	["0201023","0201023","0201022","0201027","0201027","0201025"]	["0201024","0201024","0201023","0201027","0201026","0201025"]	0		v2draw	S	40	2	10
